19 | Q4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 | A6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 | E7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 | R6
19 Q4 Q16 D4 D16 K4 C6 Q10 | F3
19 Q4 Q16 D4 D16 K4 C6 E5 | R6
19 Q4 Q16 D4 D16 K4 C6 E5 R6 | P5
19 Q4 Q16 D4 D16 K4 C6 E5 R6 P5 | K16
19 Q4 Q16 D4 D16 F17 | C14
19 Q4 Q16 D4 D16 F17 C14 | O17
19 Q4 Q16 D4 D16 F17 C14 O17 | R14
19 Q4 Q16 D4 D16 F17 C14 O17 R14 | K16
19 Q4 Q16 D4 C16 | E16
19 Q4 Q16 D4 C16 E16 | E17
19 Q4 Q16 D4 C16 E16 E17 | F17
19 Q4 Q16 D4 C16 E16 E17 F17 | D17
19 Q4 Q16 D4 C16 E16 E17 F17 D17 | R14
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 | O17
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 O17 | G16
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 O17 G16 | C14
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 O17 G16 C14 | L17
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 O17 G16 C14 L17 | S16
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 N17 | R17
19 Q4 Q16 D4 C16 E16 E17 F17 D17 R14 N17 R17 | R16
19 Q4 Q16 D4 C16 E16 E17 F17 D17 F16 | C14
19 Q4 Q16 D4 C16 E16 E17 F17 D17 F16 C14 | K16
19 Q4 Q16 D4 C16 E16 E17 F17 D17 F16 C14 K16 | K3
19 Q4 Q16 D4 C16 E16 E17 D16 | D17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 | C15
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 | F17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 | F16
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 | G16
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 | C17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 | B16
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 | C18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 | B17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 | G17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 | H17
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 | B18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 | B15
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 | G18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 | F18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 | H18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 | D18
19 Q4 Q16 D4 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 C18 B17 G17 H17 B18 B15 G18 F18 H18 D18 | C14
19 Q4 Q16 D4 C16 K4 | C6
19 Q4 Q16 D4 C16 E17 | H16
19 Q4 Q16 D4 C17 | R14
19 Q4 Q16 D4 C17 R14 | O17
19 Q4 Q16 D4 C17 K4 | C6
19 Q4 Q16 D4 D17 | D15
19 Q4 Q16 D4 C15 | D17
19 Q4 Q16 D17 | D4
19 Q4 Q16 D17 D4 | C6
19 Q4 Q16 D17 D4 C6 | F3
19 Q4 Q16 D17 D4 C6 F3 | B4
19 Q4 Q16 D17 D4 C6 F3 B4 | C3
19 Q4 Q16 D17 D4 C6 F3 B4 C3 | C9
19 Q4 Q16 D17 D4 C15 | J17
19 Q4 Q16 D17 D4 C15 K17 | R14
19 Q4 Q16 D17 D4 C15 K17 R14 | O16
19 Q4 Q16 D17 C4 | E3
19 Q4 Q16 D17 C4 E3 | D5
19 Q4 Q16 D17 C4 E3 D5 | C15
19 Q4 Q16 D17 C4 E3 D5 C15 | O3
19 Q4 Q16 D17 C4 E3 D5 C15 F4 | G3
19 Q4 Q16 D17 C4 E3 D5 C15 F4 G3 | H4
19 Q4 Q16 D17 C4 E3 D5 C15 F4 G3 H4 | H3
19 Q4 Q16 D17 C4 E3 D5 C15 F4 G3 H4 H3 | J4
19 Q4 Q16 D17 C4 E3 D5 J3 | C15
19 Q4 Q16 D17 C4 E3 D5 J3 C15 | C10
19 Q4 Q16 D17 C4 E3 D5 J3 C15 C10 | C8
19 Q4 Q16 D17 C4 E3 C15 | C8
19 Q4 Q16 D17 C4 E3 J4 | E6
19 Q4 Q16 D17 C4 E3 J4 E6 | C7
19 Q4 Q16 D17 C4 E3 H4 | E6
19 Q4 Q16 D17 C4 E4 | E3
19 Q4 Q16 D17 C3 | C15
19 Q4 Q16 C16 | D4
19 Q4 Q16 C16 D3 | O17
19 Q4 Q16 C16 D3 O17 | R14
19 Q4 Q16 C16 D3 O17 R14 | Q18
19 Q4 Q16 C5 | D16
19 Q4 Q16 C5 D16 | C14
19 Q4 Q16 C5 D16 C14 | F17
19 Q4 Q16 O17 | R14
19 Q4 Q16 O17 R14 | C4
19 Q4 D16 | R16
19 Q4 D16 R16 | D4
19 Q4 D16 R16 D3 | P17
19 Q4 D16 R16 D3 P17 | R10
19 Q4 D16 R16 D3 P17 R10 | C5
19 Q4 D16 R16 D3 P17 R10 C5 | C9
19 Q4 D16 R16 D3 P17 R10 C5 C9 | E4
19 Q4 D16 R16 D3 P17 R10 C5 C9 E4 | E3
19 Q4 D16 R16 D3 P17 R10 C5 C9 E4 E3 | F4
19 Q4 D16 R16 D3 P17 R10 C5 D8 | E4
19 Q4 D16 R16 D3 P17 R10 D5 | C5
19 Q4 D16 R16 D3 P17 R10 D5 C5 | C6
19 Q4 D16 R16 D3 P17 R10 D5 C5 C6 | C4
19 Q4 D16 R16 D3 P17 R10 D5 C5 D4 | C4
19 Q4 D16 R16 D3 P17 R10 D5 C5 D4 C4 | E3
19 Q4 D16 R16 D3 P17 R10 D5 C5 D4 C4 E3 | C6
19 Q4 D16 R16 D3 P17 R10 C14 | F17
19 Q4 D16 R16 D3 P17 R10 C14 F17 | C5
19 Q4 D16 R16 D3 P17 R10 C6 | C4
19 Q4 D16 R16 D3 P17 R10 C6 C4 | C9
19 Q4 D16 R16 D3 P17 R10 C6 C4 C9 | C11
19 Q4 D16 R16 D3 P17 C5 | Q10
19 Q4 D16 R16 D3 P17 C5 Q10 | O3
19 Q4 D16 R16 D3 P17 C5 Q10 O3 | Q6
19 Q4 D16 R16 D3 P17 C5 Q10 O3 M3 | R3
19 Q4 D16 R16 D3 P17 C5 Q10 O3 M3 R3 | R4
19 Q4 D16 R16 D3 P17 C5 Q10 O3 M3 R3 R4 | Q3
19 Q4 D16 R16 D3 P17 C5 Q10 O3 M3 R3 R4 Q3 | P4
19 Q4 D16 R16 D3 P17 C5 R10 | O3
19 Q4 D16 R16 D3 P17 C5 R10 O3 | Q6
19 Q4 D16 R16 D3 P17 C5 R10 O3 Q6 | K4
19 Q4 D16 R16 D3 P17 R6 | O3
19 Q4 D16 R16 D3 P17 R6 O3 | S4
19 Q4 D16 R16 D3 P17 R6 O3 S4 | R7
19 Q4 D16 R16 D3 P17 R6 O3 S4 R7 | Q7
19 Q4 D16 R16 D3 P17 R6 O3 S4 R7 Q7 | R8
19 Q4 D16 R16 D3 P17 C9 | Q10
19 Q4 D16 R16 D3 P17 C9 Q10 | O3
19 Q4 D16 R16 D3 P17 O3 | R6
19 Q4 D16 R16 D3 F17 | C14
19 Q4 D16 R16 D3 F17 C14 | L17
19 Q4 D16 R16 D3 F17 C14 L17 | R10
19 Q4 D16 R16 D3 F17 C14 L17 R10 | Q11
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 | R11
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 | Q12
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 Q12 | R12
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 Q12 R12 | R13
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 Q12 R12 R13 | R7
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 Q12 R12 R13 R7 | S13
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 R12 | S12
19 Q4 D16 R16 D3 F17 C14 L17 R10 Q11 R11 R12 S12 | Q10
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 | R13
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 R13 | Q11
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 R13 Q11 | R11
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 R13 Q11 R11 | Q14
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 R13 Q11 R11 Q14 | Q12
19 Q4 D16 R16 D3 F17 C14 L17 R10 R7 R13 Q14 | S15
19 Q4 D16 R16 D3 F17 C14 L17 R10 R6 | R13
19 Q4 D16 R16 D3 F17 C14 L17 R10 R6 R13 | Q11
19 Q4 D16 R16 D3 F17 C14 L17 R10 R6 R13 Q11 | R11
19 Q4 D16 R16 D3 F17 C14 L17 R10 R12 | R6
19 Q4 D16 R16 D3 F17 C14 M17 | R10
19 Q4 D16 R16 D3 F17 C14 D18 | C17
19 Q4 D16 R16 D3 F17 C14 D18 C17 | J17
19 Q4 D16 R16 D3 F17 H17 | P17
19 Q4 D16 R16 D3 F17 H17 P17 | C14
19 Q4 D16 R16 D3 F17 H17 P17 C14 | R10
19 Q4 D16 R16 D3 F17 D14 | L17
19 Q4 D16 R16 D3 D5 | C5
19 Q4 D16 R16 D3 D5 C5 | C6
19 Q4 D16 R16 D3 D5 C5 C6 | C4
19 Q4 D16 R16 D3 D5 C5 C6 C4 | F17
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 | C14
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 | L17
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 L17 | R10
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 L17 R10 | D7
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 D7 | F3
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 D7 F3 | C11
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 D6 | F3
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 D6 F3 | D10
19 Q4 D16 R16 D3 D5 C5 C6 C4 F17 C14 D6 F3 D10 | P16
19 Q4 D16 R16 D3 D5 C5 D4 | C4
19 Q4 D16 R16 D3 D5 C5 D4 C4 | E3
19 Q4 D16 R16 D3 D5 P17 | C3
19 Q4 D16 R16 D3 D5 P17 C3 | R6
19 Q4 D16 R16 D3 O17 | R10
19 Q4 D16 R16 D3 C5 | P17
19 Q4 D16 R16 P17 | D4
19 Q4 D16 R16 P17 D4 | R6
19 Q4 D16 R16 P17 D4 R6 | O3
19 Q4 D16 R16 P17 D4 R6 O3 | R12
19 Q4 D16 R16 P17 D4 R6 Q8 | Q15
19 Q4 D16 R16 P17 D4 R6 Q8 Q15 | R15
19 Q4 D16 R16 P17 D4 R6 Q8 Q15 R15 | Q14
19 Q4 D16 R16 P17 D4 R12 | Q15
19 Q4 D16 R16 P17 D4 R12 Q15 | R9
19 Q4 D16 R16 P17 C4 | R6
19 Q4 D16 R16 P17 C4 R6 | O3
19 Q4 D16 R16 P17 C4 R6 O3 | R13
19 Q4 D16 R16 P17 C4 R6 O3 R13 | Q15
19 Q4 D16 R16 P17 C4 R6 O3 R13 Q15 | Q10
19 Q4 D16 R16 C4 | E3
19 Q4 D16 R16 C4 E3 | P17
19 Q4 D16 R16 C3 | F17
19 Q4 D16 Q17 | D4
19 Q4 D16 Q17 D3 | D5
19 Q4 D16 Q17 D3 D5 | C5
19 Q4 D16 Q17 D3 D5 C5 | C6
19 Q4 D16 Q17 D3 D5 C5 C6 | C4
19 Q4 D16 Q17 D3 D5 C5 C6 C4 | F17
19 Q4 D16 Q17 D3 D5 C5 C6 C4 F17 | C14
19 Q4 D16 Q17 D3 D5 C5 C6 C4 F17 C14 | D7
19 Q4 D16 Q17 D3 D5 C5 C6 C4 F17 C14 D7 | F3
19 Q4 D16 Q17 D3 D5 C5 C6 C4 F17 C14 D7 F3 | C11
19 Q4 D16 Q17 D3 D5 C5 D4 | C4
19 Q4 D16 Q17 D3 D5 C5 D4 C4 | E3
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 | C6
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 | D6
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 | D7
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 | C3
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 | D2
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 | B3
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 | C2
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 | C7
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 | C8
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 | B2
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 | E2
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 | B7
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 | B6
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 | B8
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 | B4
19 Q4 D16 Q17 D3 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 | F3
19 Q4 D16 Q17 D3 D5 D8 | G4
19 Q4 D16 Q17 D3 D5 D8 G4 | E5
19 Q4 D16 Q17 D3 D5 D8 G4 E5 | E6
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 | F5
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 | D4
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 D4 | F3
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 D4 F3 | C3
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 D4 F3 C3 | E3
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 D4 F3 C3 E3 | F6
19 Q4 D16 Q17 D3 D5 D8 G4 E5 E6 F5 D4 F3 C3 E3 F6 | G5
19 Q4 D16 Q17 D3 D5 Q15 | Q12
19 Q4 D16 Q17 D3 R11 | O3
19 Q4 D16 Q17 D3 R11 O3 | Q6
19 Q4 D16 Q17 D3 R11 O3 Q6 | K4
19 Q4 D16 Q17 D3 R11 O3 Q6 K4 | C6
19 Q4 D16 Q17 D3 R11 O3 Q6 K4 C6 | C4
19 Q4 D16 Q17 D3 R11 N16 | Q15
19 Q4 D16 Q17 D3 R11 N16 Q15 | K16
19 Q4 D16 Q17 D3 F17 | C14
19 Q4 D16 Q17 D3 F17 C14 | J16
19 Q4 D16 Q17 D3 F17 C14 K16 | R14
19 Q4 D16 Q17 D3 C5 | C9
19 Q4 D16 Q17 D3 C14 | F17
19 Q4 D16 Q17 D3 C14 F17 | C5
19 Q4 D16 Q17 C4 | E3
19 Q4 D16 Q17 C3 | Q11
19 Q4 D16 Q17 C3 Q11 | O3
19 Q4 D16 F17 | C14
19 Q4 D16 F17 C14 | R16
19 Q4 D16 F17 C14 R16 | D3
19 Q4 D16 F17 C14 Q17 | D3
19 Q4 D16 F17 Q16 | C14
19 Q4 D16 F17 Q16 C14 | E15
19 Q4 D16 F17 Q16 C14 E15 | C17
19 Q4 D16 F17 Q16 C14 E15 C17 | D4
19 Q4 D16 F17 Q16 C14 E15 C17 D4 | D17
19 Q4 D16 F17 Q16 C14 D14 | D13
19 Q4 D16 F17 Q16 C14 D14 D13 | E14
19 Q4 D16 F17 J16 | D4
19 Q4 D3 | Q17
19 Q4 D3 Q17 | D17
19 Q4 D3 Q17 D17 | D5
19 Q4 D3 Q17 D17 D5 | C5
19 Q4 D3 Q17 D17 D5 C5 | C6
19 Q4 D3 Q17 D17 D5 C5 C6 | C4
19 Q4 D3 Q17 D17 D5 C5 C6 C4 | D15
19 Q4 D3 Q17 D17 D5 C5 C6 C4 D15 | C15
19 Q4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 | C14
19 Q4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 | C16
19 Q4 D3 Q17 D17 D15 | C15
19 Q4 D3 Q17 D17 D15 C15 | D16
19 Q4 D3 Q17 D17 D15 C15 D16 | C16
19 Q4 D3 Q17 D17 D15 C15 D16 C16 | E17
19 Q4 D3 Q17 C16 | E17
19 Q4 D3 Q17 C16 E17 | R15
19 Q4 D3 Q17 C16 E16 | E17
19 Q4 D3 Q17 C16 E16 E17 | F17
19 Q4 D3 Q17 C16 E16 E17 F17 | D17
19 Q4 D3 Q17 C16 E16 E17 F17 D17 | F16
19 Q4 D3 Q17 C16 E16 E17 F17 D17 F16 | C14
19 Q4 D3 Q17 C17 | D5
19 Q4 D3 D17 | R16
19 Q4 D3 D17 R16 | C5
19 Q4 D3 D17 R16 C5 | E4
19 Q4 D3 D17 R16 C5 E4 | P17
19 Q4 D3 D17 R16 C5 E4 P17 | D15
19 Q4 D3 D17 Q16 | C5
19 Q4 D3 D17 Q16 C5 | E4
19 Q4 D3 D17 Q16 C5 E4 | C9
19 Q4 D3 D17 Q16 C5 D8 | F5
19 Q4 D3 D17 Q16 D5 | C5
19 Q4 D3 D17 Q16 D5 C5 | C6
19 Q4 D3 D17 Q16 D5 C5 C6 | C4
19 Q4 D3 D17 C15 | Q16
19 Q4 D3 D17 C15 Q16 | O17
19 Q4 D3 D17 C15 Q16 E16 | E17
19 Q4 D3 D17 C15 Q16 E16 E17 | G16
19 Q4 D3 D17 R17 | C5
19 Q4 D3 R16 | D17
19 Q4 D3 R16 D17 | D15
19 Q4 D3 R16 D17 D15 | C15
19 Q4 D3 R16 D17 D15 C15 | D16
19 Q4 D3 R16 D17 D15 C15 D16 | C16
19 Q4 D3 R16 D17 D15 C15 D16 C16 | E17
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 | C14
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 | D18
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D18 | C17
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D18 C17 | L17
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D14 | D13
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D14 D13 | C17
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D14 D13 C17 | D18
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C14 D14 D13 C17 D18 | B17
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C17 | D14
19 Q4 D3 R16 D17 D15 C15 D16 C16 E17 C17 D14 | C13
19 Q4 D3 R16 D17 D15 C15 C14 | C16
19 Q4 D3 R16 D17 D15 C15 C14 C16 | D5
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 | C5
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 | C6
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 | C4
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 C4 | D14
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 C4 D14 | F17
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 C4 D14 F17 | D6
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 C4 D14 F17 D6 | F3
19 Q4 D3 R16 D17 D15 C15 C14 C16 D5 C5 C6 C4 D14 F17 D6 F3 | D10
19 Q4 D3 R16 D17 D15 E15 | C17
19 Q4 D3 R16 D17 D15 E15 C17 | D16
19 Q4 D3 R16 D17 D15 E15 C17 D16 | C16
19 Q4 D3 R16 D17 D15 E15 C17 D16 C16 | E14
19 Q4 D3 R16 D17 D15 E15 C17 D16 C16 E14 | C14
19 Q4 D3 R16 D17 P17 | R10
19 Q4 D3 R16 D17 P17 R10 | C15
19 Q4 D3 R16 D17 D5 | C5
19 Q4 D3 R16 D17 D5 C5 | C6
19 Q4 D3 R16 D17 D5 C5 C6 | C4
19 Q4 D3 R16 D17 D5 C5 C6 C4 | C15
19 Q4 D3 R16 D17 D5 C5 C6 C4 C15 | D11
19 Q4 D3 R16 D17 D5 C5 C6 C4 C15 D11 | F15
19 Q4 D3 R16 D17 C15 | C11
19 Q4 D3 R16 P16 | P17
19 Q4 D3 R16 C16 | E17
19 Q4 D3 Q16 | D17
19 Q4 D3 Q16 D17 | D5
19 Q4 D3 Q16 D17 D5 | C5
19 Q4 D3 Q16 D17 D5 C5 | C6
19 Q4 D3 Q16 D17 D5 C5 C6 | C4
19 Q4 D3 Q16 D17 D5 C5 C6 C4 | D15
19 Q4 D3 Q16 D17 D5 C5 D4 | C4
19 Q4 D3 Q16 D17 D5 C5 D4 C4 | E3
19 Q4 D3 Q16 D17 D5 D7 | F5
19 Q4 D3 Q16 D17 D5 D7 F5 | F3
19 Q4 D3 Q16 C16 | E17
19 Q4 D3 Q16 C16 E17 | D15
19 Q4 D3 Q16 C16 E16 | E17
19 Q4 D3 Q16 C16 E16 E17 | F17
19 Q4 D3 Q16 C16 E16 E17 F17 | D17
19 Q4 D3 Q16 C16 E16 E17 F17 D17 | F16
19 Q4 D3 Q16 C16 E16 E17 F17 D17 F16 | C14
19 Q4 D3 D16 | Q16
19 Q4 D3 D16 Q16 | C5
19 Q4 D3 D16 Q16 C5 | E4
19 Q4 D3 D16 Q16 C5 E4 | C9
19 Q4 D3 D16 Q16 C5 E4 C9 | O3
19 Q4 D3 D16 Q16 C5 D9 | F5
19 Q4 D3 D16 Q16 C5 D9 F5 | G3
19 Q4 D3 D16 Q16 D5 | C5
19 Q4 D3 D16 Q17 | R15
19 Q4 D3 D16 Q17 R15 | C5
19 Q4 D3 D16 R16 | P17
19 Q4 D3 D16 R16 P17 | C5
19 Q4 D3 D16 R17 | C5
19 Q4 D3 D16 R17 C5 | E4
19 Q4 C17 | Q17
19 Q4 C17 Q17 | D3
19 Q4 C17 R16 | D3
19 Q4 C17 R16 D3 | P17
19 Q4 C17 Q16 | D3
19 Q4 C17 Q16 D3 | D5
19 Q4 C16 | Q16
19 Q4 C16 Q16 | D3
19 Q4 C16 R16 | D3
19 Q4 C16 Q17 | D3
19 Q4 C3 | Q17
19 Q4 Q17 | C4
19 Q4 Q17 C4 | C16
19 Q4 Q17 C4 C16 | R15
19 R4 | D4
19 R4 D4 | Q17
19 R4 D4 Q17 | D16
19 R4 D4 Q17 D16 | F3
19 R4 D4 Q17 D16 F3 | C6
19 R4 D4 Q17 D16 F3 C6 | L3
19 R4 D4 Q17 D16 F3 C6 L3 | Q15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 | R13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 | R17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 | R16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 | Q16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 | R15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 | R14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 | Q14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 | S14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 | S17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 | R18
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 | S15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 | P17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 | S13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 | P14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 | Q13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 | P4
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 | Q6
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 Q6 | P6
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 Q6 P6 | P7
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 Q6 P6 P7 | R3
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 Q6 P6 P7 R3 | S3
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 R17 R16 Q16 R15 R14 Q14 S14 S17 R18 S15 P17 S13 P14 Q13 P4 Q6 P6 P7 R3 S3 | S4
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 S15 | O16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 S15 O16 | P14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R13 S15 O16 P14 | L17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 | R14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q14 | O17
